lsgi_code_ward_number,sec_kerala_code,lsgi_name,ward_number,ward_name,elected_representative,district,lsgi_type,winning_party,winning_front,votes,year
G09009_4,G09009,Kulukkallur,4,Chundampatta  East,Sajan,Palakkad,Grama Panchayat,INC,UDF,577,2025
G09009_5,G09009,Kulukkallur,5,Thathanampulli,Misitha Sooraj,Palakkad,Grama Panchayat,IND,OTH,533,2025
G09009_6,G09009,Kulukkallur,6,Thathanampulli South,Ali Makkadayil,Palakkad,Grama Panchayat,IND,OTH,535,2025
G09009_7,G09009,Kulukkallur,7,Mappattukara West,Nisar Mappatukara,Palakkad,Grama Panchayat,INC,UDF,559,2025
G09009_8,G09009,Kulukkallur,8,Mappattukara East,Rajan Poothanayil,Palakkad,Grama Panchayat,INC,UDF,616,2025
G09009_9,G09009,Kulukkallur,9,Puramathra,Nisha,Palakkad,Grama Panchayat,CPI(M),LDF,416,2025
G09009_10,G09009,Kulukkallur,10,Puramathra South,M M Vinod Kumar,Palakkad,Grama Panchayat,CPI(M),LDF,397,2025
G09009_11,G09009,Kulukkallur,11,Mulayankavu Town,Rajasree,Palakkad,Grama Panchayat,CPI(M),LDF,689,2025
G09009_12,G09009,Kulukkallur,12,Kulukkallur,Mumthas Laila,Palakkad,Grama Panchayat,IND,OTH,520,2025
G09009_13,G09009,Kulukkallur,13,Eravathra,E M Shahina Riyas,Palakkad,Grama Panchayat,IUML,UDF,458,2025
G09009_14,G09009,Kulukkallur,14,Mulayankavu  South,Neethu Subhash,Palakkad,Grama Panchayat,IND,OTH,562,2025
G09009_15,G09009,Kulukkallur,15,Mulayankavu North,Sunitha Rajan,Palakkad,Grama Panchayat,INC,UDF,503,2025
G09009_16,G09009,Kulukkallur,16,Vandumthara,Aboobacker,Palakkad,Grama Panchayat,IUML,UDF,650,2025
G09009_17,G09009,Kulukkallur,17,Valiyaparambu,Shahana Shareef,Palakkad,Grama Panchayat,IUML,UDF,548,2025
G09009_18,G09009,Kulukkallur,18,Prabhapuram,Khadeeja Mecheerikunnathu,Palakkad,Grama Panchayat,IUML,UDF,695,2025
G09009_19,G09009,Kulukkallur,19,Chundampatta West,Sobhana Suresh,Palakkad,Grama Panchayat,CPI(M),LDF,576,2025
G09035_1,G09035,Kumaramputhur,1,Nechully,Shihab K,Palakkad,Grama Panchayat,IND,OTH,459,2025
G09035_2,G09035,Kumaramputhur,2,Mailampadam,Vanajakumari,Palakkad,Grama Panchayat,CPI,LDF,513,2025
G09035_3,G09035,Kumaramputhur,3,Vellappadam,Illyas,Palakkad,Grama Panchayat,IND,OTH,463,2025
G09035_4,G09035,Kumaramputhur,4,Payyanadam,Kumaran,Palakkad,Grama Panchayat,CPI(M),LDF,441,2025
G09035_5,G09035,Kumaramputhur,5,Ederam,Muhammad Raphy,Palakkad,Grama Panchayat,CPI,LDF,540,2025
G09035_6,G09035,Kumaramputhur,6,Akkippadam,Smitha,Palakkad,Grama Panchayat,CPI(M),LDF,837,2025
G09035_7,G09035,Kumaramputhur,7,Mailamkode,Akbar Ali,Palakkad,Grama Panchayat,IUML,UDF,684,2025
G09035_8,G09035,Kumaramputhur,8,Chungam,Mohammed  Shameer,Palakkad,Grama Panchayat,CPI,LDF,624,2025
G09035_9,G09035,Kumaramputhur,9,Vadakkemadam,Mini,Palakkad,Grama Panchayat,CPI,LDF,477,2025
G09035_10,G09035,Kumaramputhur,10,Chakkarakulambu,Rajani,Palakkad,Grama Panchayat,CPI(M),LDF,565,2025
G09035_11,G09035,Kumaramputhur,11,Parambully,Vineetha V K,Palakkad,Grama Panchayat,CPI(M),LDF,672,2025
G09035_12,G09035,Kumaramputhur,12,Changaleeri,Mohammed  Shafi,Palakkad,Grama Panchayat,IUML,UDF,541,2025
G09035_13,G09035,Kumaramputhur,13,Mothikkal,Shameera,Palakkad,Grama Panchayat,IUML,UDF,775,2025
G09035_14,G09035,Kumaramputhur,14,Njettarakadavu,Hamsa,Palakkad,Grama Panchayat,INC,UDF,519,2025
G09035_15,G09035,Kumaramputhur,15,Vendamkururssi,Rahmath,Palakkad,Grama Panchayat,IUML,UDF,624,2025
G09035_16,G09035,Kumaramputhur,16,Kulappadam,Sureshkumar,Palakkad,Grama Panchayat,CPI(M),LDF,454,2025
G09035_17,G09035,Kumaramputhur,17,Ariyoor,Shiji,Palakkad,Grama Panchayat,IND,OTH,558,2025
G09035_18,G09035,Kumaramputhur,18,Punnappadam,Alees,Palakkad,Grama Panchayat,INC,UDF,714,2025
G09035_19,G09035,Kumaramputhur,19,Pallikkunnu South,Manikandan,Palakkad,Grama Panchayat,IUML,UDF,723,2025
G09035_20,G09035,Kumaramputhur,20,Kunnathully,Jamsheela,Palakkad,Grama Panchayat,CPI(M),LDF,688,2025
G09035_21,G09035,Kumaramputhur,21,Puthillam,Shahana,Palakkad,Grama Panchayat,IUML,UDF,591,2025
G09051_1,G09051,Kuthanur,1,Kottodu,N C Appu Master,Palakkad,Grama Panchayat,CPI(M),LDF,436,2025
G09051_2,G09051,Kuthanur,2,Karakkodu,Susheela Manidas,Palakkad,Grama Panchayat,INC,UDF,581,2025
G09051_3,G09051,Kuthanur,3,Laksham Veedu,Shaukkathali M,Palakkad,Grama Panchayat,INC,UDF,569,2025
G09051_4,G09051,Kuthanur,4,Kothamangalam,Arun T,Palakkad,Grama Panchayat,INC,UDF,464,2025
G09051_5,G09051,Kuthanur,5,Naduthara,V Raveendran,Palakkad,Grama Panchayat,CPI(M),LDF,300,2025
G09051_6,G09051,Kuthanur,6,Balanparambu,Anisha H,Palakkad,Grama Panchayat,BJP,NDA,486,2025
G09051_7,G09051,Kuthanur,7,Malanchitty,Lathika Gokuldas,Palakkad,Grama Panchayat,INC,UDF,453,2025
G09051_8,G09051,Kuthanur,8,Prarukad,Elcy K P,Palakkad,Grama Panchayat,CPI(M),LDF,420,2025
G09051_9,G09051,Kuthanur,9,Ambalappadam,K A Ummar Farook,Palakkad,Grama Panchayat,INC,UDF,553,2025
G09051_10,G09051,Kuthanur,10,Ponnamkulam,Rosna Asharaf,Palakkad,Grama Panchayat,CPI(M),LDF,466,2025
G09051_11,G09051,Kuthanur,11,Vazhakkode,Sheeba Mohandas,Palakkad,Grama Panchayat,CPI(M),LDF,486,2025
G09051_12,G09051,Kuthanur,12,Maruthamthadam,Suresh Kumar M,Palakkad,Grama Panchayat,INC,UDF,517,2025
G09051_13,G09051,Kuthanur,13,Karinjamthode,K Gireeshbabu,Palakkad,Grama Panchayat,INC,UDF,543,2025
G09051_14,G09051,Kuthanur,14,Chimbukad,Sowdamini Arumukhan,Palakkad,Grama Panchayat,CPI(M),LDF,476,2025
G09051_15,G09051,Kuthanur,15,Karadiyampara,Sangeetha Prasad,Palakkad,Grama Panchayat,INC,UDF,512,2025
G09051_16,G09051,Kuthanur,16,Palathara,Haseena Kassim,Palakkad,Grama Panchayat,INC,UDF,498,2025
G09051_17,G09051,Kuthanur,17,Pezhumkode,Sunesh R,Palakkad,Grama Panchayat,CPI(M),LDF,556,2025
G09052_1,G09052,Kuzhalmannam,1,Puthanthara,Sivadasan K (Paali),Palakkad,Grama Panchayat,CPI(M),LDF,638,2025
G09052_2,G09052,Kuzhalmannam,2,Karinjamthodi,R.Pushpa,Palakkad,Grama Panchayat,CPI(M),LDF,387,2025
G09052_3,G09052,Kuzhalmannam,3,Aalinkal,C. Prakash,Palakkad,Grama Panchayat,INC,UDF,515,2025
G09052_4,G09052,Kuzhalmannam,4,Chanthappura,Preetha B,Palakkad,Grama Panchayat,INC,UDF,576,2025
G09052_5,G09052,Kuzhalmannam,5,Kannanur,Shajin C,Palakkad,Grama Panchayat,CPI(M),LDF,664,2025
G09052_6,G09052,Kuzhalmannam,6,Thekkinkad,Girija.K.P,Palakkad,Grama Panchayat,CPI(M),LDF,606,2025
G09052_7,G09052,Kuzhalmannam,7,Puthukkode,K.Jayaprakash,Palakkad,Grama Panchayat,CPI(M),LDF,307,2025
G09052_8,G09052,Kuzhalmannam,8,Pulluppara,Sajina.A,Palakkad,Grama Panchayat,INC,UDF,507,2025
G09052_9,G09052,Kuzhalmannam,9,Mannirad,Shajahan A,Palakkad,Grama Panchayat,INC,UDF,547,2025
G09052_10,G09052,Kuzhalmannam,10,Kalapetty,Indira,Palakkad,Grama Panchayat,INC,UDF,525,2025
G09052_11,G09052,Kuzhalmannam,11,Perumkunnam,Chendamarakshan K,Palakkad,Grama Panchayat,INC,UDF,500,2025
G09052_12,G09052,Kuzhalmannam,12,Chithaly,K Saravanan (Dileep),Palakkad,Grama Panchayat,INC,UDF,530,2025
G09052_13,G09052,Kuzhalmannam,13,Kallenkonam,Prabhu.V,Palakkad,Grama Panchayat,CPI(M),LDF,578,2025
G09052_14,G09052,Kuzhalmannam,14,Manjadi,Unnikrishnan.V,Palakkad,Grama Panchayat,CPI(M),LDF,579,2025
G09052_15,G09052,Kuzhalmannam,15,Pooplikkad,Devi.V,Palakkad,Grama Panchayat,CPI(M),LDF,877,2025
G09052_16,G09052,Kuzhalmannam,16,Charaparambu,Suchithra S,Palakkad,Grama Panchayat,CPI(M),LDF,685,2025
G09052_17,G09052,Kuzhalmannam,17,Kulavanmokku,Nimisha M,Palakkad,Grama Panchayat,CPI(M),LDF,425,2025
G09052_18,G09052,Kuzhalmannam,18,Mannam,Dakshayani,Palakkad,Grama Panchayat,CPI,LDF,338,2025
G09019_1,G09019,Lekkidi-Perur,1,Nellikkurussy North,Sojan John,Palakkad,Grama Panchayat,CPI(M),LDF,588,2025
G09019_2,G09019,Lekkidi-Perur,2,Mulanjur West,Suhitha,Palakkad,Grama Panchayat,CPI(M),LDF,549,2025
G09019_3,G09019,Lekkidi-Perur,3,Mulanjur East,Sagar,Palakkad,Grama Panchayat,CPI(M),LDF,505,2025
G09019_4,G09019,Lekkidi-Perur,4,Thekkum Cherode,Shemla,Palakkad,Grama Panchayat,IUML,UDF,660,2025
G09019_5,G09019,Lekkidi-Perur,5,Pazhaya Lekkidi,Nabeesa,Palakkad,Grama Panchayat,CPI(M),LDF,570,2025
G09019_6,G09019,Lekkidi-Perur,6,Akalur North,Aishabi P A,Palakkad,Grama Panchayat,IND,OTH,346,2025
G09019_7,G09019,Lekkidi-Perur,7,Pathirippala,Revi U P,Palakkad,Grama Panchayat,IND,OTH,413,2025
G09019_8,G09019,Lekkidi-Perur,8,Athirkkad,Sujini,Palakkad,Grama Panchayat,CPI(M),LDF,465,2025
G09019_9,G09019,Lekkidi-Perur,9,Pookattukunnu,Vasanthi,Palakkad,Grama Panchayat,CPI(M),LDF,508,2025
G09019_10,G09019,Lekkidi-Perur,10,Perumparambu,Manikandan,Palakkad,Grama Panchayat,CPI(M),LDF,511,2025
G09019_11,G09019,Lekkidi-Perur,11,Akalur East,Chithra P K,Palakkad,Grama Panchayat,IND,OTH,469,2025
G09019_12,G09019,Lekkidi-Perur,12,Akalur,Thushara,Palakkad,Grama Panchayat,CPI(M),LDF,608,2025
G09019_13,G09019,Lekkidi-Perur,13,Puthur  South,Ambika,Palakkad,Grama Panchayat,CPI(M),LDF,541,2025
G09019_14,G09019,Lekkidi-Perur,14,Puthur North,Raveendran,Palakkad,Grama Panchayat,CPI(M),LDF,589,2025
G09019_15,G09019,Lekkidi-Perur,15,Mangalam,Remya Krishnan M K,Palakkad,Grama Panchayat,BJP,NDA,467,2025
G09019_16,G09019,Lekkidi-Perur,16,Vadakkumangalam,Vinod,Palakkad,Grama Panchayat,BJP,NDA,577,2025
G09019_17,G09019,Lekkidi-Perur,17,Killikurussy Mangalam,Ramakrishnan,Palakkad,Grama Panchayat,CPI(M),LDF,442,2025
G09019_18,G09019,Lekkidi-Perur,18,Lakkidi South,Baby,Palakkad,Grama Panchayat,CPI(M),LDF,513,2025
G09019_19,G09019,Lekkidi-Perur,19,Lakkidi North,Sheejamol,Palakkad,Grama Panchayat,BJP,NDA,372,2025
G09019_20,G09019,Lekkidi-Perur,20,Thekkumangalam,Suseela,Palakkad,Grama Panchayat,CPI(M),LDF,729,2025
G09019_21,G09019,Lekkidi-Perur,21,Nellikurussy South,Shamsuddheen,Palakkad,Grama Panchayat,IUML,UDF,560,2025
G09079_1,G09079,Malampuzha,1,Kollamkunnu,Anju Jayan,Palakkad,Grama Panchayat,CPI(M),LDF,455,2025
G09079_2,G09079,Malampuzha,2,Anakkal,Shijumon M,Palakkad,Grama Panchayat,INC,UDF,396,2025
G09079_3,G09079,Malampuzha,3,Ayyappanpotta,Somi K K,Palakkad,Grama Panchayat,INC,UDF,323,2025
G09079_4,G09079,Malampuzha,4,Manakkalkadu,Jose Joseph (Jomon),Palakkad,Grama Panchayat,CPI(M),LDF,348,2025
G09079_5,G09079,Malampuzha,5,Kunuppully,Sajitha Pramod,Palakkad,Grama Panchayat,BJP,NDA,455,2025
G09079_6,G09079,Malampuzha,6,Varani,Ajeesh Kumar K,Palakkad,Grama Panchayat,BJP,NDA,395,2025
G09079_7,G09079,Malampuzha,7,Kadukkamkunnam East,Bindu P,Palakkad,Grama Panchayat,BJP,NDA,343,2025
G09079_8,G09079,Malampuzha,8,Kadukkamkunnam West,Suchithra Jayakumar,Palakkad,Grama Panchayat,BJP,NDA,542,2025
G09079_9,G09079,Malampuzha,9,Manthakkad South,Prasanna Bijesh,Palakkad,Grama Panchayat,CPI,LDF,295,2025
G09079_10,G09079,Malampuzha,10,Manthakkad North,Leelavathi,Palakkad,Grama Panchayat,CPI(M),LDF,195,2025
G09079_11,G09079,Malampuzha,11,Sastha Colony,Sreejith N,Palakkad,Grama Panchayat,CPI(M),LDF,319,2025
G09079_12,G09079,Malampuzha,12,Cherad South,Jeeja Ramankutty,Palakkad,Grama Panchayat,INC,UDF,250,2025
G09079_13,G09079,Malampuzha,13,Malampuzha Central,Sumithra Manoj,Palakkad,Grama Panchayat,BJP,NDA,281,2025
G09079_14,G09079,Malampuzha,14,Cherad North,Santhosh  P,Palakkad,Grama Panchayat,CPI(M),LDF,383,2025
G09048_1,G09048,Mankara,1,Arangad,Salini R,Palakkad,Grama Panchayat,CPI(M),LDF,481,2025
G09048_2,G09048,Mankara,2,Pullod,Krishnadas  M V,Palakkad,Grama Panchayat,CPI(M),LDF,484,2025
G09048_3,G09048,Mankara,3,Kakkod,Shajeev K R,Palakkad,Grama Panchayat,CPI(M),LDF,442,2025
G09048_4,G09048,Mankara,4,Koorath,Santhosh,Palakkad,Grama Panchayat,INC,UDF,453,2025
G09048_5,G09048,Mankara,5,Mankurussi,Umadevi K,Palakkad,Grama Panchayat,CPI(M),LDF,399,2025
G09048_6,G09048,Mankara,6,Punnekkad,Vineetha.K.A,Palakkad,Grama Panchayat,CPI(M),LDF,453,2025
G09048_7,G09048,Mankara,7,Karattuparambu,Sunitha K,Palakkad,Grama Panchayat,CPI(M),LDF,414,2025
G09048_8,G09048,Mankara,8,Mankara R S,Ramesh V R,Palakkad,Grama Panchayat,INC,UDF,527,2025
G09048_9,G09048,Mankara,9,Manjakkara,Sreelakshmi R,Palakkad,Grama Panchayat,CPI(M),LDF,453,2025
G09048_10,G09048,Mankara,10,Pariyasseri,Sreevalsan K N,Palakkad,Grama Panchayat,BJP,NDA,327,2025
G09048_11,G09048,Mankara,11,Athirkkad,Radhakrishnan.K.V,Palakkad,Grama Panchayat,CPI(M),LDF,488,2025
G09048_12,G09048,Mankara,12,Vellaroad,Saibunnisa K M,Palakkad,Grama Panchayat,CPI(M),LDF,261,2025
G09048_13,G09048,Mankara,13,Kuniyampadam,Asiya Hameed,Palakkad,Grama Panchayat,CPI(M),LDF,287,2025
G09048_14,G09048,Mankara,14,Kannampariyaram,Srijitha. M.K,Palakkad,Grama Panchayat,CPI(M),LDF,368,2025
G09048_15,G09048,Mankara,15,Kalloor,Suneesh Bharathakkad,Palakkad,Grama Panchayat,BJP,NDA,420,2025
G09047_1,G09047,Mannur,1,Kottakkunnu,Hussain  Shafeek,Palakkad,Grama Panchayat,INC,UDF,481,2025
G09047_2,G09047,Mannur,2,Kanjirampara,Noorjahan,Palakkad,Grama Panchayat,INC,UDF,586,2025
G09047_3,G09047,Mannur,3,Pottupara,Sreedevi K,Palakkad,Grama Panchayat,CPI(M),LDF,408,2025
G09047_4,G09047,Mannur,4,Kizhakkumpuram,Najeeb K J,Palakkad,Grama Panchayat,NCPSCP,LDF,523,2025
G09047_5,G09047,Mannur,5,Kozhichunda,Shabitha Muneer,Palakkad,Grama Panchayat,IND,OTH,546,2025
G09047_6,G09047,Mannur,6,Parayankad,T  R Sasi,Palakkad,Grama Panchayat,CPI(M),LDF,522,2025
G09047_7,G09047,Mannur,7,Pezhumkad,Kripeshkumar N K,Palakkad,Grama Panchayat,CPI(M),LDF,531,2025
G09047_8,G09047,Mannur,8,Onnam Mile,Anvar Saddhikh V M,Palakkad,Grama Panchayat,IND,OTH,509,2025
G09047_9,G09047,Mannur,9,Pathirippala,Naseema Riyas,Palakkad,Grama Panchayat,INC,UDF,387,2025
G09047_10,G09047,Mannur,10,Nagarippuram,Shidi P K (Manju),Palakkad,Grama Panchayat,BJP,NDA,386,2025
G09047_11,G09047,Mannur,11,Mannur,Dhanya Krishnadas,Palakkad,Grama Panchayat,IND,OTH,359,2025
G09047_12,G09047,Mannur,12,Arimbankulangara,Soumya Sajeesh,Palakkad,Grama Panchayat,CPI(M),LDF,434,2025
G09047_13,G09047,Mannur,13,Nellikkad,Amitha P U,Palakkad,Grama Panchayat,BJP,NDA,419,2025
G09047_14,G09047,Mannur,14,Peradikkunnu,Jayanthi Teacher,Palakkad,Grama Panchayat,CPI(M),LDF,302,2025
G09047_15,G09047,Mannur,15,Cherumbala,Viswam M C,Palakkad,Grama Panchayat,CPI(M),LDF,539,2025
G09080_1,G09080,Marutha Road,1,Kalippara,Shyju Kosakuzhi,Palakkad,Grama Panchayat,INC,UDF,693,2025
G09080_2,G09080,Marutha Road,2,Kunnamkad,Jyothiprakash K,Palakkad,Grama Panchayat,CPI(M),LDF,626,2025
G09080_3,G09080,Marutha Road,3,Anappara,Kalpakam M,Palakkad,Grama Panchayat,CPI(M),LDF,583,2025
G09080_4,G09080,Marutha Road,4,Padalikkad,Asokan K,Palakkad,Grama Panchayat,CPI(M),LDF,580,2025
G09080_5,G09080,Marutha Road,5,Chemmankad,Shaiju Sathyan,Palakkad,Grama Panchayat,INC,UDF,527,2025
G09080_6,G09080,Marutha Road,6,Kuppiyode,Abuthahir,Palakkad,Grama Panchayat,INC,UDF,511,2025
G09080_7,G09080,Marutha Road,7,Kandathuppara,Krishnakumari.V,Palakkad,Grama Panchayat,CPI(M),LDF,580,2025
G09080_8,G09080,Marutha Road,8,Thekkethara,Pushpalatha B,Palakkad,Grama Panchayat,CPI(M),LDF,512,2025
G09080_9,G09080,Marutha Road,9,Erattayal,Sherly K U,Palakkad,Grama Panchayat,CPI(M),LDF,514,2025
G09080_10,G09080,Marutha Road,10,Chandranagar Extention,Unnikrishnan P S,Palakkad,Grama Panchayat,INC,UDF,390,2025
G09080_11,G09080,Marutha Road,11,Alampallam,Murali P,Palakkad,Grama Panchayat,INC,UDF,703,2025
G09080_12,G09080,Marutha Road,12,Chandra Nagar,Asha.M,Palakkad,Grama Panchayat,INC,UDF,257,2025
G09080_13,G09080,Marutha Road,13,Kunnanur,Divya S,Palakkad,Grama Panchayat,BJP,NDA,356,2025
G09080_14,G09080,Marutha Road,14,Chembalode,Jalaja Tk,Palakkad,Grama Panchayat,INC,UDF,342,2025
G09080_15,G09080,Marutha Road,15,Nerukakkad,Sobhana R,Palakkad,Grama Panchayat,CPI(M),LDF,345,2025
G09080_16,G09080,Marutha Road,16,Thekkumuri,Sajith.M,Palakkad,Grama Panchayat,INC,UDF,530,2025
G09080_17,G09080,Marutha Road,17,Manali,C. Zulfikker Ali,Palakkad,Grama Panchayat,INC,UDF,600,2025
G09080_18,G09080,Marutha Road,18,Kallepully West,Gowja Vijayakumar,Palakkad,Grama Panchayat,INC,UDF,591,2025
G09080_19,G09080,Marutha Road,19,Kallepully East,Priyanka Sajith,Palakkad,Grama Panchayat,INC,UDF,463,2025
G09080_20,G09080,Marutha Road,20,Manthrikkad - Kuripparambu,Soumya Vinesh,Palakkad,Grama Panchayat,INC,UDF,658,2025
G09080_21,G09080,Marutha Road,21,Thekkoni,Gokuldas A,Palakkad,Grama Panchayat,CPI(M),LDF,443,2025
G09053_1,G09053,Mathur,1,Palapotta,Sivadasan,Palakkad,Grama Panchayat,CPI(M),LDF,474,2025
G09053_2,G09053,Mathur,2,Anikkode,Princy,Palakkad,Grama Panchayat,BJP,NDA,407,2025
G09053_3,G09053,Mathur,3,Thachangad,Sudheesh,Palakkad,Grama Panchayat,BJP,NDA,445,2025
G09053_4,G09053,Mathur,4,Veeswalam,Smija Sreejith,Palakkad,Grama Panchayat,INC,UDF,413,2025
G09053_5,G09053,Mathur,5,Angiramkadu,Sreenivasan,Palakkad,Grama Panchayat,CPI(M),LDF,362,2025
G09053_6,G09053,Mathur,6,Ambad,Rajanikumari,Palakkad,Grama Panchayat,CPI(M),LDF,614,2025
G09053_7,G09053,Mathur,7,Nadakkavu,Sajitha Santhosh,Palakkad,Grama Panchayat,INC,UDF,493,2025
G09053_8,G09053,Mathur,8,Kadanthodi,Biju,Palakkad,Grama Panchayat,CPI(M),LDF,498,2025
G09053_9,G09053,Mathur,9,Udhayarmannam,Radhika,Palakkad,Grama Panchayat,CPI(M),LDF,634,2025
G09053_10,G09053,Mathur,10,Kizhakkethara,Shanmughan,Palakkad,Grama Panchayat,CPI(M),LDF,502,2025
G09053_11,G09053,Mathur,11,Chungamannam,K Radhakrishnan,Palakkad,Grama Panchayat,INC,UDF,402,2025
G09053_12,G09053,Mathur,12,Thaneerangad,Narayanadas,Palakkad,Grama Panchayat,INC,UDF,381,2025
G09053_13,G09053,Mathur,13,Nelliyamparambu,Bindumol Ramankutty,Palakkad,Grama Panchayat,INC,UDF,400,2025
G09053_14,G09053,Mathur,14,Chathan Kavu,Rajani,Palakkad,Grama Panchayat,CPI(M),LDF,612,2025
G09053_15,G09053,Mathur,15,Chenganiyur,P V Abdulkadar,Palakkad,Grama Panchayat,INC,UDF,612,2025
G09053_16,G09053,Mathur,16,Chenganiyur Kavu,Geetha Chandran,Palakkad,Grama Panchayat,INC,UDF,629,2025
G09053_17,G09053,Mathur,17,Banglaw School,Pravitha Muraleedharan,Palakkad,Grama Panchayat,INC,UDF,491,2025
G09053_18,G09053,Mathur,18,Mannampulli,Sheeba,Palakkad,Grama Panchayat,CPI(M),LDF,513,2025
G09075_1,G09075,Melarcode,1,Kozhippadam,Rajendran,Palakkad,Grama Panchayat,CPI(M),LDF,512,2025
G09075_2,G09075,Melarcode,2,Konnallur,Sreevidhya,Palakkad,Grama Panchayat,CPI(M),LDF,661,2025
G09075_3,G09075,Melarcode,3,Chittilamchery,Sajini V,Palakkad,Grama Panchayat,BJP,NDA,415,2025
G09075_4,G09075,Melarcode,4,Neelichira,Praseedha,Palakkad,Grama Panchayat,CPI(M),LDF,406,2025
G09075_5,G09075,Melarcode,5,Kallambad,Ansila S,Palakkad,Grama Panchayat,INC,UDF,399,2025
G09075_6,G09075,Melarcode,6,Thekkethara,Bijukumar,Palakkad,Grama Panchayat,CPI(M),LDF,567,2025
G09075_7,G09075,Melarcode,7,Kappukad,A Ajitha,Palakkad,Grama Panchayat,INC,UDF,524,2025
G09075_8,G09075,Melarcode,8,Chettiyarkad,Jishamol K K,Palakkad,Grama Panchayat,CPI(M),LDF,542,2025
G09075_9,G09075,Melarcode,9,Cheramangalam,Jaya Ramakrishnan,Palakkad,Grama Panchayat,INC,UDF,525,2025
G09075_10,G09075,Melarcode,10,Pazhathara,K C Vijayan,Palakkad,Grama Panchayat,INC,UDF,478,2025
G09075_11,G09075,Melarcode,11,Kiliyallur,Resna U P,Palakkad,Grama Panchayat,CPI(M),LDF,436,2025
G09075_12,G09075,Melarcode,12,Anthazhi,R Shaiju,Palakkad,Grama Panchayat,IND,OTH,456,2025
G09075_13,G09075,Melarcode,13,Puthanthara,K C Sajith,Palakkad,Grama Panchayat,CPI(M),LDF,570,2025
G09075_14,G09075,Melarcode,14,Valathala,K Mohanan,Palakkad,Grama Panchayat,CPI(M),LDF,631,2025
G09075_15,G09075,Melarcode,15,Kadambidi,Sangeetha Das,Palakkad,Grama Panchayat,INC,UDF,595,2025
G09075_16,G09075,Melarcode,16,Muthukunni,Chellakutty K,Palakkad,Grama Panchayat,INC,UDF,593,2025
G09075_17,G09075,Melarcode,17,Vattompadam,K V Kannan,Palakkad,Grama Panchayat,INC,UDF,653,2025
G09075_18,G09075,Melarcode,18,Kathampotta,Jyothikrishnan Master,Palakkad,Grama Panchayat,CPI(M),LDF,461,2025
G09044_1,G09044,Mundur,1,Kanhikkulam,Baby  Latha C,Palakkad,Grama Panchayat,CPI(M),LDF,459,2025
G09044_2,G09044,Mundur,2,Vakassery,Manikandan V,Palakkad,Grama Panchayat,INC,UDF,322,2025
G09044_3,G09044,Mundur,3,Velikkad,Valsa M K,Palakkad,Grama Panchayat,CPI(M),LDF,401,2025
G09044_4,G09044,Mundur,4,Chalirkkad,Gopalakrishnan M R,Palakkad,Grama Panchayat,CPI(M),LDF,476,2025
G09044_5,G09044,Mundur,5,Valiyaparamb,Vinitha V,Palakkad,Grama Panchayat,CPI(M),LDF,461,2025
G09044_6,G09044,Mundur,6,Oduvangad,Ramadas T K,Palakkad,Grama Panchayat,CPI(M),LDF,722,2025
G09044_7,G09044,Mundur,7,Kayaramkodam,Mohandas C M,Palakkad,Grama Panchayat,CPI(M),LDF,482,2025
G09044_8,G09044,Mundur,8,Ottathekke,Sreenivasan K V,Palakkad,Grama Panchayat,CPI(M),LDF,370,2025
G09044_9,G09044,Mundur,9,Paalakeezh,Ranjitha K K,Palakkad,Grama Panchayat,CPI(M),LDF,600,2025
G09044_10,G09044,Mundur,10,Poriyani,Saraswathi  M K,Palakkad,Grama Panchayat,CPI(M),LDF,511,2025
G09044_11,G09044,Mundur,11,Koottupatha,Suchitha T M,Palakkad,Grama Panchayat,CPI(M),LDF,642,2025
G09044_12,G09044,Mundur,12,Moothedam,Prema M R,Palakkad,Grama Panchayat,BJP,NDA,540,2025
G09044_13,G09044,Mundur,13,Keezhppadam,Renjitha  .P.,Palakkad,Grama Panchayat,CPI(M),LDF,509,2025
G09044_14,G09044,Mundur,14,Nambullippura,Abdulsalam  A,Palakkad,Grama Panchayat,CPI(M),LDF,610,2025
G09044_15,G09044,Mundur,15,Nayampadam,Lakshmi C P,Palakkad,Grama Panchayat,CPI(M),LDF,620,2025
G09044_16,G09044,Mundur,16,Punathil,Kajahusain,Palakkad,Grama Panchayat,INC,UDF,395,2025
G09044_17,G09044,Mundur,17,Poothannur,Haridasan N K,Palakkad,Grama Panchayat,BJP,NDA,511,2025
G09044_18,G09044,Mundur,18,Vadakkekkara,Lakshmikkutti,Palakkad,Grama Panchayat,CPI(M),LDF,659,2025
G09044_19,G09044,Mundur,19,Ezhakkad,Velayudhan,Palakkad,Grama Panchayat,CPI(M),LDF,691,2025
G09044_20,G09044,Mundur,20,Thekkumkara,Remya.P.R,Palakkad,Grama Panchayat,CPI(M),LDF,515,2025
G09066_1,G09066,Muthalamada,1,Kuttippadam,K Vinesh,Palakkad,Grama Panchayat,CPI(M),LDF,478,2025
G09066_2,G09066,Muthalamada,2,Mampallam,Praseetha V,Palakkad,Grama Panchayat,BJP,NDA,347,2025
G09066_3,G09066,Muthalamada,3,Mallankolumbu,Santha R,Palakkad,Grama Panchayat,CPI(M),LDF,438,2025
G09066_4,G09066,Muthalamada,4,Pallam,C Thiruchandran,Palakkad,Grama Panchayat,CPI(M),LDF,452,2025
G09066_5,G09066,Muthalamada,5,Pappanchalla,Satheesh,Palakkad,Grama Panchayat,BJP,NDA,422,2025
